# XviD 2pass stat file (core version 1.3.5)
# Please do not modify this file

p 2 0 1349 1 76131 1893
b 4 0 1350 0 13442 2106
b 4 0 1350 0 10262 2089
p 2 0 1349 1 68036 1897
b 4 0 1350 0 4478 1130
b 4 0 1350 0 5103 1171
p 2 0 1347 3 73796 1959
b 4 0 1350 0 4798 1275
b 4 0 1350 0 12571 1790
p 2 0 1348 2 66287 1872
b 4 0 1350 0 3674 1096
b 4 0 1350 0 15968 1852
p 2 0 1350 0 59205 1825
b 4 0 1350 0 7866 1701
b 4 0 1350 0 4499 1245
p 2 0 1348 2 51494 1850
b 4 0 1350 0 7126 1565
b 4 0 1350 0 6433 1618
p 2 0 1348 2 68642 1967
b 4 0 1350 0 7153 1788
b 4 0 1350 0 8522 1543
p 2 0 1350 0 76835 2016
b 4 0 1350 0 12339 1710
b 4 0 1350 0 7199 1421
p 2 0 1349 1 70905 1888
b 4 0 1350 0 10255 1578
b 4 0 1350 0 4150 1522
p 2 0 1348 2 62086 1866
b 4 0 1350 0 8103 1732
b 4 0 1350 0 3153 1147
p 2 0 1350 0 64347 1924
b 4 0 1350 0 4183 1100
b 4 0 1350 0 10927 1881
p 2 0 1350 0 55582 1913
b 4 0 1350 0 23641 2450
b 4 0 1350 0 7120 1684
p 2 0 1349 1 52794 1875
b 4 0 1350 0 14862 1808
b 4 0 1350 0 11094 1537
p 2 0 1350 0 83217 2007
b 4 0 1350 0 8349 1246
b 4 0 1350 0 6604 1694
p 2 0 1347 3 75505 1956
b 4 0 1350 0 17893 2126
b 4 0 1350 0 9094 1391
p 2 0 1350 0 66163 1926
b 4 0 1350 0 13910 2107
b 4 0 1350 0 16738 2108
p 2 0 1350 0 67280 1964
b 4 0 1350 0 15790 1836
b 4 0 1350 0 13621 1773
p 2 0 1348 2 49988 1777
i 2 1350 0 0 157327 7042
b 4 0 1350 0 8382 1704
b 4 0 1350 0 12464 1839
p 2 0 1349 1 58205 1922
b 4 0 1350 0 16217 2105
b 4 0 1350 0 12262 1648
p 2 0 1350 0 63484 1928
b 4 0 1350 0 6030 1475
b 4 0 1350 0 14712 2025
p 2 0 1350 0 53183 1816
b 4 0 1350 0 7535 1424
b 4 0 1350 0 5625 1347
p 2 0 1348 2 48217 1830
b 4 0 1350 0 2909 963
b 4 0 1350 0 9864 1940
p 2 0 1350 0 67756 1890
b 4 0 1350 0 16328 2031
b 4 0 1350 0 13219 1926
p 2 0 1349 1 71413 1925
b 4 0 1350 0 7751 1933
b 4 0 1350 0 16841 1732
p 2 0 1348 2 70185 1889
b 4 0 1350 0 10678 1764
b 4 0 1350 0 18820 1911
p 2 0 1349 1 76334 1896
b 4 0 1350 0 9090 1586
b 4 0 1350 0 4815 1328
p 2 0 1350 0 51305 1945
b 4 0 1350 0 6832 1497
b 4 0 1350 0 9470 1525
p 2 0 1349 1 81522 1999
b 4 0 1350 0 10110 1785
b 4 0 1350 0 11811 2204
p 2 0 1350 0 75980 2098
b 4 0 1350 0 8280 1473
b 4 0 1350 0 6620 1329
p 2 9 1340 1 52063 1909
b 4 0 1350 0 17163 1984
b 4 0 1350 0 14263 1723
p 2 2 1348 0 62379 1932
b 4 0 1350 0 8198 1587
b 4 0 1350 0 9769 1543
p 2 0 1350 0 71233 1916
b 4 0 1350 0 9759 1586
b 4 0 1350 0 6384 1684
p 2 0 1350 0 65615 1868
b 4 0 1350 0 3979 1191
b 4 0 1350 0 5179 1351
p 2 0 1349 1 49195 1909
b 4 0 1350 0 14169 2224
b 4 0 1350 0 7928 1730
p 2 0 1350 0 60137 1882
b 4 0 1350 0 20277 2103
b 4 0 1350 0 15043 1855
p 2 0 1349 1 65043 1858
b 4 0 1350 0 6318 1396
b 4 0 1350 0 4829 1198
p 2 0 1347 3 63906 1795
b 4 0 1350 0 4564 1223
b 4 0 1350 0 14897 2101
p 2 0 1348 2 55328 1842
b 4 0 1350 0 4902 1170
b 4 0 1350 0 11624 1966
p 2 0 1349 1 72125 1939
b 4 0 1350 0 6520 1504
b 4 0 1350 0 6700 1366
p 2 0 1349 1 77626 1958
b 4 0 1350 0 5110 1323
b 4 0 1350 0 23088 2221
p 2 0 1347 3 45540 1809
b 4 0 1350 0 15031 2294
b 4 0 1350 0 23069 2384
p 2 20 1330 0 84449 2237
b 4 0 1350 0 8022 2121
b 4 0 1350 0 12097 1955
p 2 0 1339 11 71749 1792
b 4 0 1350 0 10513 1925
b 4 0 1350 0 12503 2143
p 2 0 1338 12 54757 1647
b 4 0 1350 0 11868 1721
b 4 0 1350 0 13779 1793
p 2 0 1341 9 46890 1659
b 4 0 1350 0 9634 1526
b 4 0 1350 0 13803 1588
p 2 0 1350 0 59645 1920
b 4 0 1350 0 14393 1769
b 4 0 1350 0 13432 1784
p 2 0 1346 4 53489 1663
b 4 0 1350 0 10134 1527
b 4 0 1350 0 20862 1929
p 2 0 1347 3 43090 1786
b 4 0 1350 0 2536 932
b 4 0 1350 0 10536 1932
p 2 0 1345 5 45265 1769
b 4 0 1350 0 13217 2087
b 4 0 1350 0 5614 1319
p 2 0 1350 0 72232 1967
b 4 0 1350 0 17814 1869
b 4 0 1350 0 12054 2037
p 2 0 1347 3 60838 1728
b 4 0 1350 0 17176 1789
b 4 0 1350 0 11743 1752
p 2 0 1344 6 46605 1839
b 4 0 1350 0 19741 2155
b 4 0 1350 0 18074 2091
p 2 0 1329 21 49837 1596
b 4 0 1350 0 11421 1708
b 4 0 1350 0 11892 1355
p 2 0 1350 0 60707 1901
b 4 0 1350 0 10145 1534
b 4 0 1350 0 6955 1429
p 2 0 1348 2 45047 1665
b 4 0 1350 0 7576 1397
b 4 0 1350 0 5103 1284
p 2 0 1339 11 57230 1597
b 4 0 1350 0 12920 2098
b 4 0 1350 0 19467 1991
p 2 0 1345 5 62827 1708
b 4 0 1350 0 7838 1478
b 4 0 1350 0 6163 1153
p 2 0 1349 1 73947 1943
b 4 0 1350 0 10481 1593
b 4 0 1350 0 6571 1408
p 2 0 1347 3 54294 1616
b 4 0 1350 0 9339 2214
b 4 0 1350 0 16819 1796
p 2 0 1346 4 78267 1816
b 4 0 1350 0 13727 1717
b 4 0 1350 0 15345 2277
p 2 0 1337 13 74861 1771
b 4 0 1350 0 9313 1452
b 4 0 1350 0 15813 1854
p 2 0 1348 2 76584 1955
b 4 0 1350 0 7811 1330
b 4 0 1350 0 11681 1579
p 2 0 1347 3 56357 1757
b 4 0 1350 0 12854 2092
b 4 0 1350 0 17548 2029
p 2 0 1337 13 66750 1627
b 4 0 1350 0 13287 1863
b 4 0 1350 0 20837 2176
p 2 0 1343 7 66696 1843
b 4 0 1350 0 12907 1776
b 4 0 1350 0 16344 1739
p 2 0 1349 1 82051 1972
b 4 0 1350 0 4557 1215
b 4 0 1350 0 7204 1704
p 2 0 1343 7 54194 1559
b 4 0 1350 0 12963 1650
b 4 0 1350 0 15635 2012
p 2 0 1334 16 44083 1557
b 4 0 1350 0 5830 1518
b 4 0 1350 0 7236 1233
p 2 0 1338 12 65746 1742
b 4 0 1350 0 14233 1642
b 4 0 1350 0 13848 1751
p 2 0 1349 1 80336 1995
b 4 0 1350 0 13166 1746
b 4 0 1350 0 13902 1863
p 2 0 1343 7 59935 1664
b 4 0 1350 0 16385 1836
b 4 0 1350 0 9816 1823
p 2 0 1336 14 65454 1702
b 4 0 1350 0 13812 2080
b 4 0 1350 0 22356 2344
p 2 0 1336 14 51553 1626
b 4 0 1350 0 15852 2281
b 4 0 1350 0 15823 1913
p 2 47 1302 1 92941 2383
b 4 0 1350 0 14525 1672
b 4 0 1350 0 15261 1920
p 2 0 1343 7 68152 1734
b 4 0 1350 0 8222 1437
b 4 0 1350 0 6315 1268
p 2 0 1349 1 81544 1927
b 4 0 1350 0 15929 2107
b 4 0 1350 0 12878 1894
p 2 0 1347 3 64409 1814
b 4 0 1350 0 4281 1211
b 4 0 1350 0 5384 1331
p 2 0 1344 6 53668 1654
b 4 0 1350 0 14998 1982
b 4 0 1350 0 9208 1708
p 2 0 1348 2 44584 1787
b 4 0 1350 0 15833 2198
b 4 0 1350 0 16410 2221
p 2 16 1333 1 89587 2093
b 4 0 1350 0 9907 1635
b 4 0 1350 0 13319 1958
p 2 0 1347 3 56523 1796
b 4 0 1350 0 3123 1084
b 4 0 1350 0 8446 1708
p 2 0 1347 3 55010 1893
b 4 0 1350 0 4154 1327
b 4 0 1350 0 7226 1284
p 2 0 1350 0 71881 1924
b 4 0 1350 0 9885 1611
b 4 0 1350 0 6508 1304
p 2 0 1348 2 76799 1952
b 4 0 1350 0 19575 2228
b 4 0 1350 0 19738 2027
p 2 0 1349 1 55401 1742
b 4 0 1350 0 11407 1649
b 4 0 1350 0 11736 1703
p 2 0 1348 2 73543 1880
b 4 0 1350 0 7769 1342
b 4 0 1350 0 10942 1814
p 2 0 1349 1 54950 1842
b 4 0 1350 0 9385 1454
b 4 0 1350 0 11705 1495
p 2 0 1349 1 84867 1961
b 4 0 1350 0 10116 1543
b 4 0 1350 0 16111 2034
p 2 0 1349 1 73757 1913
b 4 0 1350 0 10231 1456
b 4 0 1350 0 14523 1755
p 2 0 1350 0 75643 1886
b 4 0 1350 0 21255 2302
b 4 0 1350 0 18163 1938
p 2 0 1350 0 80913 1979
b 4 0 1350 0 20584 2133
b 4 0 1350 0 21903 1921
p 2 0 1350 0 84235 2042
b 4 0 1350 0 26008 2257
b 4 0 1350 0 27015 2325
p 2 0 1350 0 90463 1895
b 4 0 1350 0 25236 2434
b 4 0 1350 0 26425 2068
p 2 0 1350 0 90693 1966
b 4 0 1350 0 28630 2416
b 4 0 1350 0 30091 2297
p 2 0 1350 0 91282 1985
b 4 0 1350 0 26102 2077
b 4 0 1350 0 22293 2017
p 2 0 1350 0 90298 2019
b 4 0 1350 0 22540 1959
b 4 0 1350 0 22899 2057
p 2 0 1350 0 90195 1922
b 4 0 1350 0 25554 2297
b 4 0 1350 0 29619 2131
p 2 0 1350 0 97043 1922
b 4 0 1350 0 23361 2257
b 4 0 1350 0 29034 2501
p 2 0 1350 0 89101 2001
b 4 0 1350 0 24682 2113
b 4 0 1350 0 26966 2054
p 2 0 1350 0 90134 2032
b 4 0 1350 0 24006 2491
b 4 0 1350 0 26219 2440
p 2 0 1350 0 89382 1892
b 4 0 1350 0 24404 2120
b 4 0 1350 0 27187 2131
p 2 0 1350 0 91507 1977
b 4 0 1350 0 29065 2652
b 4 0 1350 0 24457 2495
p 2 0 1350 0 94041 2113
b 4 0 1350 0 28591 2347
b 4 0 1350 0 28081 2280
p 2 0 1350 0 90363 2065
b 4 0 1350 0 28468 2229
b 4 0 1350 0 25751 2023
p 2 0 1350 0 92751 1963
b 4 0 1350 0 27945 2441
b 4 0 1350 0 28596 2331
p 2 0 1350 0 95981 2118
b 4 0 1350 0 31196 2509
b 4 0 1350 0 27496 2294
p 2 0 1350 0 95911 2033
b 4 0 1350 0 26052 2352
b 4 0 1350 0 25667 2351
p 2 0 1350 0 91099 2090
b 4 0 1350 0 25712 2298
b 4 0 1350 0 28094 2283
p 2 1 1349 0 92360 2070
b 4 0 1350 0 26920 2208
b 4 0 1350 0 28574 2235
p 2 0 1349 1 97433 2067
b 4 0 1350 0 28448 2597
b 4 0 1350 0 26229 2447
p 2 0 1350 0 95198 2102
b 4 0 1350 0 25347 2617
b 4 0 1350 0 26281 2509
p 2 62 1288 0 104733 2438
b 4 0 1350 0 20829 2404
b 4 0 1350 0 23640 2408
p 2 1 1349 0 88936 2033
b 4 0 1350 0 21954 2446
b 4 0 1350 0 22942 2401
p 2 0 1350 0 94848 2026
b 4 0 1350 0 21557 2691
b 4 0 1350 0 25031 2471
p 2 0 1350 0 82450 2059
b 4 0 1350 0 25977 2223
b 4 0 1350 0 23440 2124
p 2 1 1349 0 91521 2203
b 4 0 1350 0 22577 2652
p 2 30 1320 0 110620 2483
b 4 0 1350 0 21842 2408
p 2 0 1350 0 82392 2075
i 2 1350 0 0 138917 6765
b 4 0 1350 0 27123 2616
b 4 0 1350 0 28432 2641
p 2 1 1349 0 109405 2443
b 4 0 1350 0 22340 2051
b 4 0 1350 0 22761 2174
p 2 1 1349 0 99105 2328
b 4 0 1350 0 24937 2307
b 4 0 1350 0 23703 2192
p 2 2 1348 0 101182 2295
b 4 0 1350 0 28783 2724
b 4 0 1350 0 27091 2396
p 2 3 1347 0 99209 2261
b 4 0 1350 0 27002 2420
b 4 0 1350 0 27355 2317
p 2 1 1349 0 102271 2394
b 4 0 1350 0 26943 2499
b 4 0 1350 0 27506 2429
p 2 3 1346 1 96522 2343
b 4 0 1350 0 26372 2691
b 4 0 1350 0 25408 2712
p 2 3 1347 0 99466 2306
b 4 0 1350 0 25004 2543
b 4 0 1350 0 25790 2717
p 2 3 1347 0 99017 2421
b 4 0 1350 0 26091 2727
b 4 0 1350 0 25568 2569
p 2 3 1347 0 100171 2525
b 4 0 1350 0 23469 2551
b 4 0 1350 0 24544 2399
p 2 4 1346 0 91301 2377
b 4 0 1350 0 23272 2527
b 4 0 1350 0 23407 2402
p 2 7 1343 0 95969 2262
b 4 0 1350 0 23810 2499
b 4 0 1350 0 23855 2403
p 2 3 1347 0 94422 2292
b 4 0 1350 0 26311 2522
b 4 0 1350 0 26672 2706
p 2 4 1346 0 94932 2479
b 4 0 1350 0 21463 2622
b 4 0 1350 0 23336 2628
p 2 2 1348 0 88688 2277
b 4 0 1350 0 25370 2621
b 4 0 1350 0 23084 2507
p 2 2 1348 0 90850 2224
b 4 0 1350 0 22442 2366
b 4 0 1350 0 20817 2227
p 2 3 1347 0 91526 2217
b 4 0 1350 0 25846 2494
b 4 0 1350 0 28340 2693
p 2 5 1345 0 92674 2414
b 4 0 1350 0 18560 2083
b 4 0 1350 0 18750 2504
p 2 1 1349 0 88500 2199
b 4 0 1350 0 22125 2358
b 4 0 1350 0 22682 2331
p 2 0 1350 0 84845 2160
b 4 0 1350 0 26098 2681
b 4 0 1350 0 20950 2613
p 2 4 1346 0 88159 2341
b 4 0 1350 0 26300 2610
b 4 0 1350 0 25022 2633
p 2 6 1344 0 89411 2477
b 4 0 1350 0 22312 2568
b 4 0 1350 0 22516 2385
p 2 5 1345 0 85347 2356
b 4 0 1350 0 23668 2744
b 4 0 1350 0 24177 2717
p 2 8 1341 1 87441 2435
b 4 0 1350 0 23275 2622
b 4 0 1350 0 20831 2637
p 2 5 1345 0 84545 2399
b 4 0 1350 0 23738 2562
b 4 0 1350 0 22661 2396
p 2 10 1340 0 88940 2486
b 4 0 1350 0 19047 2473
b 4 0 1350 0 22467 2453
p 2 11 1339 0 82723 2349
b 4 0 1350 0 22252 2484
b 4 0 1350 0 21165 2490
p 2 14 1336 0 85506 2392
b 4 0 1350 0 22490 2680
b 4 0 1350 0 23496 2636
p 2 7 1343 0 82032 2313
b 4 0 1350 0 24161 2547
b 4 0 1350 0 22004 2527
p 2 8 1342 0 82850 2456
b 4 0 1350 0 22780 2623
b 4 0 1350 0 22990 2714
p 2 8 1342 0 80471 2305
b 4 0 1350 0 20031 2449
b 4 0 1350 0 20887 2485
p 2 123 1227 0 83896 2799
b 4 0 1350 0 17492 2545
b 4 0 1350 0 15659 2265
p 2 0 1350 0 72702 2092
b 4 0 1350 0 15240 2251
b 4 0 1350 0 16679 2128
p 2 1 1349 0 66794 2053
b 4 0 1350 0 15003 2436
b 4 0 1350 0 14533 2410
p 2 0 1350 0 72403 2141
b 4 0 1350 0 14413 2233
b 4 0 1350 0 17464 2155
p 2 0 1350 0 67760 2067
b 4 0 1350 0 16213 2227
b 4 0 1350 0 18409 2415
p 2 1 1349 0 66469 2095
b 4 0 1350 0 19789 1882
p 2 21 1329 0 75870 2176
b 4 0 1350 0 22283 2514
b 4 0 1350 0 19510 2372
p 2 1 1349 0 82274 2279
b 4 0 1350 0 22511 2414
b 4 0 1350 0 20672 2332
p 2 4 1346 0 59556 2102
b 4 0 1350 0 20995 2451
b 4 0 1350 0 21456 2517
p 2 7 1343 0 69421 2087
b 4 0 1350 0 22723 2410
b 4 0 1350 0 19890 2492
p 2 3 1347 0 58347 2027
b 4 0 1350 0 18643 2246
b 4 0 1350 0 19881 2275
p 2 0 1350 0 78969 2196
b 4 0 1350 0 18164 2566
b 4 0 1350 0 19560 2266
p 2 1 1349 0 62847 2077
b 4 0 1350 0 19022 2092
b 4 0 1350 0 21491 2308
p 2 0 1350 0 59047 2093
b 4 0 1350 0 20633 2366
b 4 0 1350 0 20581 2366
p 2 2 1348 0 59018 2109
b 4 0 1350 0 18380 2525
b 4 0 1350 0 17653 2313
p 2 4 1346 0 79591 2487
b 4 0 1350 0 17258 2536
b 4 0 1350 0 18536 2349
p 2 1 1349 0 56449 2179
b 4 0 1350 0 18421 2188
b 4 0 1350 0 17724 2139
p 2 1 1349 0 60108 2130
b 4 0 1350 0 19110 2480
b 4 0 1350 0 17767 2340
p 2 7 1343 0 60329 2095
b 4 0 1350 0 16327 2144
b 4 0 1350 0 16493 2191
p 2 5 1345 0 74610 2308
b 4 0 1350 0 15737 2123
b 4 0 1350 0 18243 2332
p 2 8 1341 1 53694 2119
b 4 0 1350 0 17127 2061
b 4 0 1350 0 16834 2077
p 2 3 1347 0 56404 2068
b 4 0 1350 0 17282 2545
b 4 0 1350 0 15338 2287
p 2 0 1350 0 53134 2026
b 4 0 1350 0 15037 2061
b 4 0 1350 0 13103 1964
p 2 2 1348 0 68606 2247
b 4 0 1350 0 16065 2429
b 4 0 1350 0 14434 2147
p 2 1 1349 0 52018 2021
b 4 0 1350 0 13941 2030
b 4 0 1350 0 15676 2310
p 2 0 1349 1 56106 2013
b 4 0 1350 0 14705 2131
b 4 0 1350 0 17619 2249
p 2 1 1349 0 55311 2006
b 4 0 1350 0 15822 2058
b 4 0 1350 0 14460 2085
p 2 4 1346 0 68859 2245
b 4 0 1350 0 13993 2052
b 4 0 1350 0 16553 2185
p 2 0 1349 1 49118 2048
b 4 0 1350 0 16385 1987
b 4 0 1350 0 15559 2017
p 2 0 1350 0 51663 2089
b 4 0 1350 0 15900 2209
b 4 0 1350 0 16181 2222
p 2 2 1348 0 52162 2058
b 4 0 1350 0 15824 2192
b 4 0 1350 0 15769 2244
p 2 0 1350 0 67336 2365
b 4 0 1350 0 15415 2242
b 4 0 1350 0 15835 2262
p 2 6 1343 1 47349 2048
b 4 0 1350 0 15495 2370
b 4 0 1350 0 15470 2354
p 2 9 1341 0 47853 2102
b 4 0 1350 0 14178 2112
b 4 0 1350 0 15768 2271
p 2 7 1342 1 47688 2151
b 4 0 1350 0 14797 2419
b 4 0 1350 0 14587 2149
p 2 1 1349 0 61851 2258
b 4 0 1350 0 14418 1997
b 4 0 1350 0 13647 1924
p 2 0 1349 1 43974 2086
b 4 0 1350 0 13409 2071
b 4 0 1350 0 13059 1841
p 2 0 1350 0 46386 2006
b 4 0 1350 0 12701 1827
p 2 92 1258 0 43123 2263
b 4 0 1350 0 7957 1900
b 4 0 1350 0 6209 1445
p 2 0 1349 1 43717 1996
b 4 0 1350 0 7244 1522
b 4 0 1350 0 6252 1750
p 2 0 1350 0 41744 1867
b 4 0 1350 0 10242 1930
b 4 0 1350 0 8700 1713
p 2 0 1350 0 39743 1909
b 4 0 1350 0 4488 1192
b 4 0 1350 0 6069 1429
p 2 0 1349 1 39612 1894
b 4 0 1350 0 6084 1658
b 4 0 1350 0 5130 1421
p 2 0 1350 0 41052 1933
b 4 0 1350 0 12367 1498
p 2 35 1315 0 71041 2314
b 4 0 1350 0 8624 1939
b 4 0 1350 0 8328 1903
p 2 0 1350 0 53889 2001
b 4 0 1350 0 9287 1605
b 4 0 1350 0 10116 1577
p 2 0 1347 3 49510 1875
b 4 0 1350 0 15204 2020
b 4 0 1350 0 13499 2081
p 2 0 1349 1 50333 2015
b 4 0 1350 0 9136 1405
b 4 0 1350 0 12993 1883
p 2 0 1350 0 50869 1966
b 4 0 1350 0 12138 1955
b 4 0 1350 0 11299 1845
p 2 0 1349 1 55646 1980
b 4 0 1350 0 8618 1501
b 4 0 1350 0 10091 1517
p 2 0 1350 0 52210 1989
b 4 0 1350 0 6764 1307
b 4 0 1350 0 8514 1661
p 2 0 1350 0 52295 2000
b 4 0 1350 0 8677 1552
b 4 0 1350 0 9426 1823
p 2 0 1350 0 47470 1970
b 4 0 1350 0 8783 1683
b 4 0 1350 0 8515 1530
p 2 0 1349 1 47439 1947
b 4 0 1350 0 10849 1888
b 4 0 1350 0 8712 1573
p 2 0 1350 0 51214 1955
b 4 0 1350 0 11624 1620
b 4 0 1350 0 6042 1400
p 2 0 1348 2 45073 1893
b 4 0 1350 0 5868 1502
b 4 0 1350 0 10471 1896
p 2 0 1350 0 49191 1918
b 4 0 1350 0 6196 1396
b 4 0 1350 0 9091 1557
p 2 0 1350 0 45070 1863
b 4 0 1350 0 13418 1923
b 4 0 1350 0 5574 1333
p 2 0 1349 1 45216 1942
b 4 0 1350 0 10876 1769
b 4 0 1350 0 13070 2079
p 2 0 1349 1 46959 1976
b 4 0 1350 0 8681 1876
b 4 0 1350 0 4989 1381
p 2 0 1349 1 49811 1944
b 4 0 1350 0 6724 1338
b 4 0 1350 0 12481 2007
p 2 0 1349 1 48957 1863
b 4 0 1350 0 8705 1577
b 4 0 1350 0 10958 1788
p 2 0 1349 1 41252 1880
b 4 0 1350 0 10694 1993
b 4 0 1350 0 10253 1784
p 2 0 1348 2 42547 1995
b 4 0 1350 0 7678 1614
b 4 0 1350 0 12369 1886
p 2 0 1349 1 46031 1957
b 4 0 1350 0 5076 1436
b 4 0 1350 0 5597 1440
p 2 0 1350 0 45184 1855
b 4 0 1350 0 9535 1572
b 4 0 1350 0 8767 1539
p 2 0 1350 0 43384 1928
b 4 0 1350 0 3543 1193
b 4 0 1350 0 5096 1392
p 2 0 1350 0 41906 1977
b 4 0 1350 0 10847 1545
b 4 0 1350 0 6999 1488
p 2 0 1350 0 45358 1975
b 4 0 1350 0 6447 1449
b 4 0 1350 0 6682 1571
p 2 0 1347 3 38229 1879
p 2 0 1349 1 43117 1910
i 2 1350 0 0 92491 5516
b 4 0 1350 0 7126 1836
b 4 0 1350 0 6944 1444
p 2 0 1350 0 48500 2005
b 4 0 1350 0 14469 2038
b 4 0 1350 0 15308 2075
p 2 0 1350 0 51294 2060
b 4 0 1350 0 9373 1680
b 4 0 1350 0 9616 1833
p 2 0 1349 1 44742 1780
b 4 0 1350 0 12761 1767
b 4 0 1350 0 13208 1899
p 2 0 1345 5 41622 1807
b 4 0 1350 0 4189 1562
b 4 0 1350 0 4346 1394
p 2 0 1350 0 40086 1830
b 4 0 1350 0 8665 1611
b 4 0 1350 0 7260 1858
p 2 0 1350 0 45394 1992
b 4 0 1350 0 4232 1637
b 4 0 1350 0 4827 1479
p 2 0 1350 0 37012 1775
b 4 0 1350 0 11925 1717
b 4 0 1350 0 13809 1858
p 2 0 1350 0 38075 1798
b 4 0 1350 0 5958 1661
b 4 0 1350 0 5776 1653
p 2 0 1348 2 37986 1834
b 4 0 1350 0 3937 1314
b 4 0 1350 0 8716 1493
p 2 0 1349 1 38134 1941
b 4 0 1350 0 10498 1727
b 4 0 1350 0 8327 1350
p 2 0 1348 2 30737 1829
b 4 0 1350 0 8705 1318
b 4 0 1350 0 1758 1139
p 2 0 1340 10 32009 1766
b 4 0 1350 0 6785 1493
b 4 0 1350 0 5273 1571
p 2 0 1349 1 32783 1780
b 4 0 1350 0 6053 1505
b 4 0 1350 0 10363 1406
p 2 150 1200 0 40811 2520
b 4 0 1350 0 1273 889
p 2 0 1350 0 28713 1813
b 4 0 1350 0 1974 831
p 2 0 1349 1 28801 1821
b 4 0 1350 0 2353 1190
p 2 0 1336 14 20217 1656
b 4 0 1350 0 3621 1035
p 2 0 1343 7 27021 1880
b 4 0 1350 0 3688 1039
p 2 0 1340 10 27374 1825
b 4 0 1350 0 1055 606
p 2 0 1349 1 34379 1891
b 4 0 1350 0 1252 738
p 2 0 1347 3 26071 1713
b 4 0 1350 0 2324 954
p 2 0 1335 15 24612 1672
b 4 0 1350 0 1604 802
p 2 0 1339 11 24157 1686
b 4 0 1350 0 5047 1190
p 2 0 1330 20 27311 1846
b 4 0 1350 0 1765 1080
p 2 0 1339 11 25411 1831
b 4 0 1350 0 5650 1354
b 4 0 1350 0 5690 1440
p 2 0 1350 0 28377 1858
b 4 0 1350 0 2658 953
b 4 0 1350 0 2457 1046
p 2 0 1350 0 31451 1796
b 4 0 1350 0 5633 1626
b 4 0 1350 0 2893 1230
p 2 0 1350 0 28362 1764
b 4 0 1350 0 3323 1265
b 4 0 1350 0 5957 1340
p 2 0 1350 0 29644 1813
b 4 0 1350 0 4718 1191
b 4 0 1350 0 4413 1147
p 2 0 1350 0 30629 1835
b 4 0 1350 0 5957 1318
b 4 0 1350 0 6482 1463
p 2 0 1350 0 31275 1757
b 4 0 1350 0 4579 1203
b 4 0 1350 0 4280 1160
p 2 0 1349 1 32124 1839
b 4 0 1350 0 4705 1121
b 4 0 1350 0 5064 1273
p 2 0 1350 0 29113 1776
b 4 0 1350 0 4648 1159
b 4 0 1350 0 5192 1609
p 2 0 1350 0 27229 1789
b 4 0 1350 0 4732 1306
b 4 0 1350 0 3839 1472
p 2 0 1350 0 29988 1831
b 4 0 1350 0 5683 1533
b 4 0 1350 0 4896 1607
p 2 0 1350 0 33866 1900
b 4 0 1350 0 5889 1504
b 4 0 1350 0 3489 1138
p 2 0 1350 0 29600 1805
b 4 0 1350 0 4175 1255
b 4 0 1350 0 4927 1502
p 2 0 1350 0 26815 1809
b 4 0 1350 0 4401 1557
b 4 0 1350 0 5161 1750
p 2 0 1350 0 31563 1848
b 4 0 1350 0 3231 960
b 4 0 1350 0 5077 1279
p 2 0 1350 0 28467 1861
b 4 0 1350 0 5196 1504
b 4 0 1350 0 5095 1490
p 2 0 1350 0 28537 1877
b 4 0 1350 0 5485 1742
b 4 0 1350 0 4527 1593
p 2 0 1350 0 30148 1851
b 4 0 1350 0 3851 1649
b 4 0 1350 0 4305 1266
p 2 0 1350 0 27004 1805
b 4 0 1350 0 4614 1467
b 4 0 1350 0 3690 1423
p 2 0 1350 0 27676 1824
b 4 0 1350 0 2961 1051
b 4 0 1350 0 3292 1089
p 2 0 1350 0 26420 1860
b 4 0 1350 0 4788 1306
b 4 0 1350 0 5297 1772
p 2 0 1350 0 29773 1881
b 4 0 1350 0 2962 1049
b 4 0 1350 0 3192 1238
p 2 0 1350 0 25546 1778
b 4 0 1350 0 2727 1012
b 4 0 1350 0 2866 1084
p 2 0 1350 0 25434 1882
b 4 0 1350 0 4026 1256
b 4 0 1350 0 5625 1516
p 2 0 1350 0 27533 1913
b 4 0 1350 0 3996 1068
b 4 0 1350 0 4161 1592
p 2 0 1350 0 25469 1835
b 4 0 1350 0 2929 1027
b 4 0 1350 0 2996 1020
p 2 0 1350 0 23780 1833
b 4 0 1350 0 3086 1173
b 4 0 1350 0 3171 1117
p 2 0 1350 0 24705 1812
b 4 0 1350 0 2587 989
b 4 0 1350 0 3167 1184
p 2 0 1350 0 24433 1884
b 4 0 1350 0 3434 1346
b 4 0 1350 0 3025 1364
p 2 0 1350 0 23456 1882
b 4 0 1350 0 1680 867
p 2 0 1348 2 20490 1777
b 4 0 1350 0 3088 930
p 2 0 1350 0 24688 1748
b 4 0 1350 0 3357 1071
p 2 0 1343 7 24248 1767
b 4 0 1350 0 2062 1151
p 2 0 1346 4 22875 1773
b 4 0 1350 0 2778 999
b 4 0 1350 0 2548 914
p 2 0 1350 0 26936 1891
b 4 0 1350 0 974 613
p 2 0 1348 2 17434 1803
b 4 0 1350 0 3966 1194
b 4 0 1350 0 2539 1342
p 2 0 1349 1 22882 1719
b 4 0 1350 0 1289 639
p 2 0 1347 3 20300 1723
b 4 0 1350 0 2104 1168
p 2 0 1342 8 20868 1787
